,age_in_years,job_description,marital_status,education_details,has_default,balance_in_account,housing_status,previous_loan,phone_type,date,month_of_year,call_duration,campaign_contacts,days_passed,previous_contact,poutcome_of_campaign,outcome
291,36,blue-collar,single,secondary,no,5396,yes,no,cellular,9,apr,490,2,-1,0,unknown,yes
292,37,management,divorced,tertiary,no,443,yes,no,cellular,9,apr,240,3,-1,0,unknown,yes
293,35,entrepreneur,married,tertiary,no,7962,yes,no,cellular,9,apr,275,2,140,2,failure,yes
294,36,technician,married,secondary,no,569,yes,no,cellular,9,apr,265,1,323,5,failure,yes
295,39,technician,married,tertiary,no,1161,yes,no,cellular,9,apr,236,1,336,1,failure,yes
296,33,management,married,tertiary,no,0,no,no,cellular,13,apr,244,2,-1,0,unknown,yes
297,32,technician,married,secondary,no,1539,yes,no,cellular,13,apr,160,3,-1,0,unknown,yes
298,36,management,married,tertiary,no,1,yes,yes,cellular,13,apr,84,2,-1,0,unknown,no
299,40,management,married,tertiary,no,1548,yes,no,cellular,13,apr,101,3,-1,0,unknown,yes
300,43,blue-collar,married,primary,no,2901,yes,no,cellular,13,apr,179,4,-1,0,unknown,yes
301,29,blue-collar,married,primary,no,18,yes,no,cellular,13,apr,297,3,-1,0,unknown,no
302,35,technician,married,secondary,no,327,yes,no,cellular,13,apr,537,3,-1,0,unknown,yes
303,43,blue-collar,married,secondary,no,678,yes,yes,cellular,13,apr,299,3,-1,0,unknown,yes
304,41,blue-collar,married,secondary,no,-56,yes,no,cellular,13,apr,137,1,333,2,other,no
305,42,entrepreneur,married,tertiary,no,1068,yes,no,cellular,13,apr,444,1,300,8,failure,yes
306,45,blue-collar,married,secondary,no,96,yes,no,cellular,13,apr,348,3,256,2,failure,no
307,36,admin.,single,secondary,no,2556,yes,no,cellular,13,apr,342,1,-1,0,unknown,yes
308,34,admin.,married,secondary,no,1499,yes,no,cellular,13,apr,186,1,327,2,failure,yes
309,34,blue-collar,married,secondary,no,837,yes,yes,cellular,13,apr,495,1,-1,0,unknown,yes
310,30,management,married,tertiary,no,1418,yes,yes,cellular,13,apr,185,2,-1,0,unknown,yes
311,29,technician,single,secondary,no,110,yes,no,cellular,13,apr,1036,1,-1,0,unknown,yes
312,52,blue-collar,married,secondary,no,8180,yes,no,cellular,13,apr,81,1,144,1,failure,yes
313,31,blue-collar,married,secondary,no,1406,yes,yes,cellular,13,apr,1091,2,-1,0,unknown,yes
314,44,admin.,divorced,secondary,no,21,yes,no,cellular,13,apr,681,3,-1,0,unknown,yes
315,39,services,divorced,secondary,no,0,yes,no,cellular,13,apr,1006,2,-1,0,unknown,yes
316,43,blue-collar,divorced,secondary,no,59,yes,no,cellular,13,apr,157,3,-1,0,unknown,no
317,45,admin.,single,secondary,no,946,yes,no,cellular,13,apr,754,3,143,6,failure,yes
318,60,management,married,primary,no,252,yes,yes,cellular,13,apr,123,2,147,3,failure,no
319,49,blue-collar,single,secondary,no,8982,yes,no,cellular,13,apr,470,2,334,1,failure,yes
320,31,management,married,tertiary,no,357,yes,no,cellular,13,apr,201,2,228,5,failure,yes
321,31,blue-collar,married,secondary,no,1716,yes,no,cellular,13,apr,542,2,340,2,other,yes
322,38,admin.,divorced,secondary,no,3834,yes,no,cellular,13,apr,363,2,327,1,failure,yes
323,30,blue-collar,single,primary,no,464,yes,no,cellular,13,apr,686,1,-1,0,unknown,yes
324,43,blue-collar,married,primary,no,1288,yes,no,cellular,13,apr,136,1,334,1,failure,yes
325,43,blue-collar,married,secondary,no,2355,yes,yes,cellular,13,apr,333,3,-1,0,unknown,yes
326,38,blue-collar,married,secondary,no,1663,yes,no,cellular,13,apr,217,3,327,1,failure,yes
327,42,blue-collar,married,primary,no,7735,yes,no,cellular,13,apr,166,1,144,2,failure,yes
328,41,technician,married,tertiary,no,816,yes,yes,cellular,13,apr,520,2,319,1,failure,yes
329,30,admin.,married,secondary,no,695,yes,no,cellular,13,apr,478,2,-1,0,unknown,yes
330,37,entrepreneur,single,tertiary,no,-961,no,no,cellular,13,apr,294,1,-1,0,unknown,yes
331,40,blue-collar,married,primary,no,3090,yes,no,cellular,13,apr,664,1,-1,0,unknown,yes
332,49,admin.,divorced,secondary,no,190,yes,no,cellular,13,apr,421,1,-1,0,unknown,yes
333,34,management,married,tertiary,no,1116,yes,no,cellular,13,apr,120,1,262,5,failure,yes
334,39,admin.,married,secondary,no,201,yes,no,cellular,13,apr,263,3,-1,0,unknown,yes
335,48,blue-collar,married,primary,no,3752,yes,no,cellular,13,apr,215,5,-1,0,unknown,yes
336,42,blue-collar,married,primary,no,2103,yes,no,cellular,13,apr,384,2,-1,0,unknown,yes
337,31,entrepreneur,divorced,secondary,no,290,yes,no,cellular,13,apr,230,1,-1,0,unknown,yes
338,35,management,single,tertiary,no,1599,yes,yes,cellular,13,apr,407,1,-1,0,unknown,yes
339,34,technician,single,tertiary,no,925,yes,no,cellular,13,apr,709,1,-1,0,unknown,yes
340,41,admin.,married,secondary,no,5110,yes,no,cellular,13,apr,231,1,-1,0,unknown,yes
341,40,admin.,married,secondary,no,5087,yes,no,cellular,13,apr,455,2,-1,0,unknown,yes
342,31,technician,married,secondary,no,5467,yes,no,cellular,13,apr,251,1,-1,0,unknown,yes
343,40,services,married,secondary,no,1293,yes,no,cellular,13,apr,128,3,-1,0,unknown,yes
344,43,blue-collar,divorced,primary,no,515,yes,no,cellular,13,apr,199,2,146,1,failure,yes
345,50,admin.,divorced,secondary,no,-194,yes,no,cellular,13,apr,238,2,-1,0,unknown,no
346,56,blue-collar,married,primary,no,2765,no,no,cellular,13,apr,222,3,-1,0,unknown,yes
347,26,management,single,tertiary,no,-3,no,no,cellular,13,apr,1022,2,-1,0,unknown,yes
348,37,blue-collar,married,unknown,no,897,yes,no,cellular,13,apr,119,2,280,2,failure,yes
349,28,blue-collar,married,secondary,no,631,yes,no,cellular,13,apr,151,1,-1,0,unknown,yes
350,33,management,single,tertiary,no,215,yes,no,cellular,13,apr,1058,1,17,1,failure,yes
351,29,services,divorced,secondary,no,84,yes,no,cellular,13,apr,1101,2,-1,0,unknown,yes
352,31,management,single,tertiary,no,999,yes,no,cellular,13,apr,187,5,-1,0,unknown,yes
353,52,blue-collar,married,secondary,no,543,yes,no,cellular,13,apr,211,2,-1,0,unknown,yes
354,36,admin.,single,secondary,no,587,yes,no,cellular,13,apr,239,3,-1,0,unknown,yes
355,27,services,single,secondary,no,150,no,no,cellular,13,apr,81,3,-1,0,unknown,no
356,44,self-employed,single,tertiary,no,1367,yes,no,cellular,13,apr,1232,3,146,1,other,yes
357,30,self-employed,married,secondary,no,1772,yes,no,cellular,13,apr,158,4,-1,0,unknown,yes
358,30,blue-collar,married,primary,no,-93,yes,no,cellular,13,apr,173,4,-1,0,unknown,no
359,35,blue-collar,married,tertiary,no,5271,yes,no,cellular,14,apr,119,2,-1,0,unknown,yes
360,80,retired,married,primary,no,1861,no,no,telephone,14,apr,563,2,-1,0,unknown,yes
361,57,management,married,tertiary,no,1318,no,no,cellular,14,apr,142,2,-1,0,unknown,yes
362,33,blue-collar,married,secondary,no,91,yes,no,cellular,14,apr,283,2,-1,0,unknown,yes
363,32,admin.,divorced,secondary,no,410,yes,no,cellular,14,apr,129,1,-1,0,unknown,yes
364,59,blue-collar,married,primary,no,11066,no,no,telephone,14,apr,86,6,-1,0,unknown,no
365,24,technician,single,secondary,no,139,no,no,cellular,14,apr,259,1,-1,0,unknown,no
366,38,technician,married,tertiary,no,52,yes,no,cellular,14,apr,82,4,-1,0,unknown,no
367,45,blue-collar,married,secondary,no,863,yes,no,cellular,14,apr,565,2,-1,0,unknown,yes
368,39,services,married,secondary,no,554,yes,no,cellular,14,apr,251,1,-1,0,unknown,yes
369,32,services,single,secondary,no,758,yes,no,cellular,14,apr,262,1,-1,0,unknown,yes
370,33,technician,single,tertiary,no,318,yes,no,cellular,14,apr,401,1,-1,0,unknown,yes
371,35,blue-collar,married,secondary,no,120,yes,no,cellular,14,apr,269,3,328,1,failure,no
372,44,services,married,secondary,no,1450,yes,no,cellular,14,apr,356,1,314,2,failure,yes
373,36,services,single,secondary,no,1405,yes,no,cellular,14,apr,283,3,-1,0,unknown,yes
374,34,management,married,tertiary,no,703,yes,no,cellular,14,apr,342,1,-1,0,unknown,yes
375,41,management,married,tertiary,no,-456,no,no,cellular,14,apr,427,4,144,1,failure,yes
376,40,self-employed,married,tertiary,no,13669,no,no,cellular,14,apr,255,7,-1,0,unknown,yes
377,45,technician,single,primary,no,237,yes,no,cellular,14,apr,110,1,263,1,failure,no
378,36,technician,married,secondary,no,15485,no,no,cellular,14,apr,461,1,-1,0,unknown,yes
379,33,management,married,tertiary,no,0,yes,no,cellular,14,apr,535,3,328,1,failure,yes
380,59,technician,married,secondary,no,0,yes,no,cellular,14,apr,145,1,-1,0,unknown,no
381,25,student,single,secondary,no,1765,yes,no,telephone,14,apr,111,3,326,2,failure,no
382,35,unemployed,married,secondary,no,2080,yes,no,telephone,14,apr,266,3,-1,0,unknown,no
383,82,housemaid,married,primary,no,2140,no,no,telephone,14,apr,118,6,-1,0,unknown,no
384,58,blue-collar,married,primary,no,5445,yes,no,cellular,14,apr,391,1,-1,0,unknown,yes
385,31,blue-collar,single,secondary,no,609,yes,no,cellular,14,apr,1126,1,335,1,failure,yes
386,34,management,single,tertiary,no,2646,no,no,cellular,14,apr,142,1,-1,0,unknown,yes
387,40,technician,married,tertiary,no,1641,yes,no,cellular,14,apr,855,1,-1,0,unknown,yes
388,33,admin.,single,secondary,no,572,yes,no,cellular,14,apr,344,1,74,2,failure,yes
389,22,student,single,secondary,no,107,no,no,cellular,14,apr,125,1,-1,0,unknown,no
390,32,technician,married,secondary,no,765,yes,yes,cellular,14,apr,850,2,-1,0,unknown,yes
391,37,technician,married,secondary,no,474,yes,no,cellular,14,apr,85,1,322,1,failure,yes
392,66,retired,married,secondary,no,3473,no,no,cellular,14,apr,441,2,-1,0,unknown,yes
393,54,admin.,married,secondary,no,3136,yes,no,telephone,14,apr,104,1,146,1,failure,no
394,32,blue-collar,married,secondary,no,180,yes,no,cellular,14,apr,179,1,334,1,other,yes
395,36,management,single,secondary,no,4394,yes,no,cellular,14,apr,114,1,-1,0,unknown,yes
396,36,management,divorced,tertiary,no,102,yes,no,cellular,14,apr,114,1,-1,0,unknown,no
397,36,services,single,secondary,no,-253,yes,no,cellular,14,apr,1073,1,-1,0,unknown,yes
398,29,services,married,secondary,no,690,yes,no,cellular,14,apr,553,2,316,1,other,yes
399,65,management,married,secondary,no,5251,no,no,telephone,14,apr,226,5,-1,0,unknown,no
400,54,housemaid,married,unknown,no,0,no,no,cellular,14,apr,94,5,145,3,other,no
401,44,admin.,divorced,secondary,no,0,no,no,cellular,14,apr,1594,1,148,1,failure,yes
402,65,retired,married,secondary,no,2,no,no,cellular,14,apr,450,1,-1,0,unknown,yes
403,43,admin.,married,secondary,no,1159,yes,no,cellular,14,apr,114,2,-1,0,unknown,yes
404,38,admin.,married,secondary,no,766,yes,no,cellular,14,apr,461,2,335,1,failure,yes
405,32,blue-collar,married,primary,no,1287,yes,no,cellular,14,apr,297,2,-1,0,unknown,yes
406,62,retired,married,primary,no,1084,no,no,cellular,14,apr,505,1,-1,0,unknown,yes
407,25,management,single,tertiary,no,702,no,no,cellular,14,apr,163,2,-1,0,unknown,yes
408,27,self-employed,married,tertiary,no,10005,yes,no,cellular,14,apr,163,3,271,2,failure,yes
409,61,self-employed,divorced,tertiary,no,6,yes,no,cellular,14,apr,133,2,-1,0,unknown,no
410,40,technician,single,tertiary,no,1175,no,no,cellular,14,apr,184,1,-1,0,unknown,yes
411,41,housemaid,married,primary,no,0,no,no,cellular,14,apr,168,1,-1,0,unknown,no
412,30,technician,single,primary,no,2731,yes,no,cellular,14,apr,314,1,-1,0,unknown,yes
413,65,retired,married,primary,no,2173,no,no,cellular,14,apr,72,1,-1,0,unknown,no
414,32,technician,single,tertiary,no,1012,no,no,cellular,14,apr,178,1,-1,0,unknown,yes
415,75,retired,divorced,secondary,no,105,no,no,cellular,14,apr,232,1,-1,0,unknown,yes
416,24,management,married,unknown,no,448,no,no,cellular,14,apr,324,1,-1,0,unknown,yes
417,35,blue-collar,married,secondary,no,106,yes,no,cellular,14,apr,252,5,-1,0,unknown,no
418,33,blue-collar,single,secondary,no,1254,yes,no,cellular,14,apr,584,1,-1,0,unknown,yes
419,77,retired,divorced,tertiary,no,4659,no,no,cellular,14,apr,161,1,-1,0,unknown,yes
420,62,housemaid,married,tertiary,no,1528,no,no,cellular,14,apr,496,1,-1,0,unknown,yes
421,34,blue-collar,single,secondary,no,47,yes,no,cellular,14,apr,232,1,147,2,failure,no
422,29,services,married,secondary,no,489,yes,no,cellular,14,apr,332,3,-1,0,unknown,yes
423,30,unemployed,married,tertiary,no,330,no,no,cellular,14,apr,111,1,-1,0,unknown,yes
424,34,services,married,secondary,no,6662,yes,yes,cellular,14,apr,308,2,-1,0,unknown,yes
425,78,retired,divorced,unknown,no,2628,no,no,telephone,14,apr,129,2,-1,0,unknown,no
426,33,admin.,single,tertiary,no,867,yes,no,cellular,14,apr,247,1,-1,0,unknown,yes
427,29,admin.,single,secondary,no,731,no,no,cellular,14,apr,107,3,-1,0,unknown,yes
428,43,blue-collar,married,primary,no,2273,yes,no,cellular,14,apr,424,2,147,3,failure,yes
429,32,management,single,tertiary,no,574,yes,no,cellular,14,apr,259,2,145,3,failure,yes
430,34,admin.,married,secondary,no,395,yes,no,cellular,14,apr,258,8,-1,0,unknown,yes
431,36,management,married,tertiary,no,926,no,no,cellular,14,apr,216,1,-1,0,unknown,yes
432,39,blue-collar,married,primary,no,7685,yes,no,cellular,14,apr,493,3,-1,0,unknown,yes
433,56,technician,married,secondary,no,3931,no,no,cellular,14,apr,115,1,-1,0,unknown,yes
434,49,blue-collar,married,secondary,no,1111,yes,yes,cellular,14,apr,104,3,-1,0,unknown,no
435,36,blue-collar,married,secondary,no,325,no,no,cellular,14,apr,119,2,337,2,failure,yes
436,33,admin.,married,secondary,no,2374,yes,no,cellular,14,apr,706,2,-1,0,unknown,yes
437,33,admin.,single,secondary,no,549,yes,no,cellular,14,apr,44,2,-1,0,unknown,yes
438,58,blue-collar,married,secondary,no,0,no,yes,cellular,14,apr,101,5,-1,0,unknown,no
439,29,unemployed,single,secondary,no,25,no,no,cellular,14,apr,207,2,-1,0,unknown,no
440,78,unknown,married,unknown,no,2235,no,no,telephone,14,apr,300,3,-1,0,unknown,no
441,56,services,divorced,secondary,no,6101,no,no,cellular,14,apr,422,4,-1,0,unknown,yes
442,53,blue-collar,married,primary,no,1311,no,no,telephone,14,apr,61,3,-1,0,unknown,no
443,34,admin.,single,secondary,no,852,no,no,cellular,14,apr,108,2,-1,0,unknown,yes
444,59,blue-collar,married,secondary,no,681,yes,no,telephone,14,apr,427,2,-1,0,unknown,no
445,57,services,divorced,unknown,no,1877,yes,no,cellular,14,apr,225,4,319,1,failure,yes
446,31,management,single,tertiary,no,2384,yes,no,cellular,14,apr,608,2,-1,0,unknown,yes
447,41,blue-collar,married,primary,no,875,yes,no,cellular,14,apr,189,2,-1,0,unknown,yes
448,52,services,married,secondary,no,2904,yes,no,cellular,15,apr,201,6,272,3,failure,yes
449,35,services,divorced,tertiary,no,877,yes,no,cellular,15,apr,61,3,-1,0,unknown,yes
450,65,management,married,secondary,no,587,no,no,cellular,15,apr,223,2,-1,0,unknown,yes
451,52,management,married,tertiary,no,1944,yes,no,cellular,15,apr,238,3,323,2,failure,yes
452,40,technician,married,secondary,no,0,no,no,cellular,15,apr,431,2,-1,0,unknown,yes
453,43,services,married,secondary,no,205,yes,no,cellular,15,apr,226,2,-1,0,unknown,yes
454,39,blue-collar,married,secondary,no,-145,yes,no,cellular,15,apr,1372,4,-1,0,unknown,yes
455,35,admin.,married,secondary,no,5250,yes,no,cellular,15,apr,343,2,146,1,failure,yes
456,86,retired,married,primary,no,0,no,no,cellular,15,apr,141,12,-1,0,unknown,no
457,43,services,married,primary,no,2557,yes,no,telephone,15,apr,165,2,327,3,failure,no
458,51,services,married,secondary,no,421,yes,no,cellular,15,apr,139,2,-1,0,unknown,yes
459,37,services,married,secondary,no,381,yes,no,cellular,15,apr,332,2,-1,0,unknown,yes
460,51,entrepreneur,married,primary,no,726,yes,yes,cellular,15,apr,87,2,-1,0,unknown,no
461,70,retired,divorced,primary,no,275,no,no,cellular,15,apr,82,1,-1,0,unknown,no
462,32,services,married,secondary,no,1129,yes,no,cellular,15,apr,903,2,341,2,failure,yes
463,46,technician,married,secondary,no,2149,yes,no,cellular,15,apr,282,2,-1,0,unknown,yes
464,40,services,divorced,secondary,no,1062,yes,no,cellular,15,apr,389,2,299,4,failure,yes
465,33,management,single,tertiary,no,1271,yes,no,cellular,15,apr,636,3,330,1,failure,yes
466,30,services,married,secondary,no,292,yes,yes,cellular,15,apr,651,4,-1,0,unknown,yes
467,30,blue-collar,single,secondary,no,4,no,no,cellular,15,apr,692,1,-1,0,unknown,yes
468,33,management,married,secondary,no,336,no,no,cellular,15,apr,179,3,-1,0,unknown,yes
469,28,technician,single,tertiary,no,0,yes,no,cellular,15,apr,217,2,-1,0,unknown,yes
470,61,retired,married,primary,no,1515,yes,no,cellular,15,apr,253,2,-1,0,unknown,yes
471,41,services,married,secondary,no,1836,yes,yes,cellular,15,apr,139,1,-1,0,unknown,yes
472,39,admin.,single,secondary,no,238,yes,no,cellular,15,apr,417,1,-1,0,unknown,yes
473,37,management,married,tertiary,no,46,yes,no,cellular,15,apr,154,1,-1,0,unknown,yes
474,46,management,married,secondary,no,4105,yes,no,cellular,15,apr,115,3,258,2,failure,yes
475,32,services,single,secondary,no,-55,yes,no,cellular,15,apr,601,1,-1,0,unknown,yes
476,32,technician,single,secondary,no,674,yes,yes,cellular,15,apr,169,1,316,3,failure,yes
477,49,blue-collar,married,primary,no,3915,yes,no,telephone,15,apr,44,1,-1,0,unknown,no
478,48,blue-collar,married,secondary,no,1738,yes,no,cellular,15,apr,349,1,-1,0,unknown,yes
479,36,technician,married,tertiary,no,543,yes,no,cellular,15,apr,225,2,-1,0,unknown,yes
480,57,blue-collar,married,primary,no,12048,yes,no,cellular,15,apr,103,2,-1,0,unknown,yes
481,53,self-employed,divorced,secondary,no,8112,yes,yes,cellular,15,apr,75,1,146,1,failure,yes
482,33,management,married,tertiary,no,4020,yes,yes,cellular,15,apr,251,1,-1,0,unknown,yes
483,26,technician,married,secondary,no,744,no,no,cellular,15,apr,609,1,-1,0,unknown,yes
484,36,self-employed,married,tertiary,no,11387,no,no,cellular,15,apr,134,1,-1,0,unknown,yes
485,32,technician,married,secondary,no,-292,yes,yes,cellular,15,apr,301,1,316,1,failure,yes
486,33,blue-collar,married,secondary,no,215,no,no,cellular,15,apr,166,1,-1,0,unknown,yes
487,47,unemployed,divorced,secondary,yes,342,yes,no,cellular,15,apr,177,1,-1,0,unknown,no
488,31,blue-collar,married,secondary,no,1131,yes,yes,cellular,15,apr,126,1,148,6,failure,yes
489,36,management,married,secondary,no,1160,yes,no,cellular,15,apr,56,1,323,3,failure,yes
490,38,admin.,married,tertiary,no,293,no,no,cellular,15,apr,85,1,-1,0,unknown,no
491,34,services,single,secondary,no,194,yes,yes,cellular,15,apr,149,1,268,2,other,yes
492,33,admin.,married,secondary,no,855,no,no,cellular,15,apr,110,1,-1,0,unknown,yes
493,58,self-employed,married,tertiary,no,1636,no,no,cellular,15,apr,187,1,-1,0,unknown,yes
494,61,management,married,tertiary,no,0,yes,no,cellular,15,apr,114,1,-1,0,unknown,no
495,57,services,married,primary,no,491,yes,no,cellular,15,apr,1217,3,-1,0,unknown,yes
496,50,self-employed,married,tertiary,no,202,yes,no,cellular,15,apr,107,1,148,4,failure,yes
497,62,blue-collar,married,secondary,no,180,no,no,cellular,15,apr,389,2,-1,0,unknown,yes
498,41,blue-collar,married,secondary,no,217,yes,no,cellular,15,apr,375,2,344,1,failure,yes
499,32,services,single,secondary,no,133,no,no,cellular,15,apr,171,1,-1,0,unknown,no
500,34,management,married,tertiary,no,0,no,no,cellular,15,apr,125,2,-1,0,unknown,no
501,28,management,married,secondary,no,152,yes,no,cellular,15,apr,412,2,-1,0,unknown,yes
502,33,management,married,tertiary,no,2173,yes,no,cellular,15,apr,871,1,-1,0,unknown,yes
503,39,blue-collar,single,secondary,no,649,yes,no,cellular,15,apr,668,1,-1,0,unknown,yes
504,70,retired,married,unknown,no,853,no,no,cellular,15,apr,120,1,-1,0,unknown,no
505,29,management,married,tertiary,no,5698,no,no,cellular,15,apr,437,1,264,1,failure,yes
506,41,blue-collar,married,secondary,no,2689,yes,no,cellular,15,apr,135,1,-1,0,unknown,yes
507,38,blue-collar,divorced,secondary,no,1344,yes,no,cellular,15,apr,942,2,-1,0,unknown,yes
508,44,management,single,tertiary,no,897,yes,yes,cellular,15,apr,358,1,-1,0,unknown,yes
